
지점,시작일,종료일,지점명,지점주소,관리관서,위도,경도,노장해발고도(m),기압계(관측장비지상높이(m)),기온계(관측장비지상높이(m)),풍속계(관측장비지상높이(m)),강우계(관측장비지상높이(m))
143,2017-08-25,,대구,대구광역시 동구 효동로2길 10대구지방기상청 (효목동),대구(구 143),35.878,128.653,54.27,55.520,1.800,10.000,0.600
143,1907-01-31,2017-08-25,대구,대구광역시 동구 효동로2길 10대구지방기상청 (효목동),대구(구 143),35.8282,128.6522,53.4,54.900,1.800,10.000,0.600
176,2013-10-10,2015-06-11,대구(기),,대구기상대(176),35.8782,128.6522,49,50.200,1.800,10.000,0.600
