
지점,시작일,종료일,지점명,지점주소,관리관서,위도,경도,노장해발고도(m),기압계(관측장비지상높이(m)),기온계(관측장비지상높이(m)),풍속계(관측장비지상높이(m)),강우계(관측장비지상높이(m))
159,1904-04-09,,부산,부산광역시 중구복병산길 32번길 5-11 부산기상관측소 (대청동1가),부산지방기상청(159),35.1047,129.032,69.56,70.900,1.500,18.000,1.300
296,2023-01-11,,북부산,부산광역시 강서구 대저로63번길 54부산지방기상청(대저1동),부산지방기상청(159),35.2178,128.9602,3,,,,
