
지점,시작일,종료일,지점명,지점주소,관리관서,위도,경도,노장해발고도(m),기압계(관측장비지상높이(m)),기온계(관측장비지상높이(m)),풍속계(관측장비지상높이(m)),강우계(관측장비지상높이(m))
108,2010-08-16,,서울,서울특별시 종로구송월길 52서울기상관측소  ,서울기상관측소(108),37.5714,126.9658,85.67,86.670,1.500,10.000,0.500
108,1907-10-01,2010-08-16,서울,서울특별시 종로구송월길 52서울기상관측소  ,서울기상관측소(108),37.5714,126.9658,85.5,86.500,1.500,10.000,0.600
116,1984-01-01,1990-12-31,관악산,경기도 과천시중앙로 관악산길(관악산기상레이더관측소)  ,,37.4442,126.9639,626.76,627.960,1.400,3.900,1.100
